Date,Open,High,Low,Close,Adj Close,Volume
12/24/2020,23240.20313,23768.33789,22777.59766,23735.94922,23735.94922,41080759712
12/25/2020,23733.57031,24710.10156,23463.67383,24664.79102,24664.79102,42068395845
12/26/2020,24677.01563,26718.07031,24522.68945,26437.03711,26437.03711,48332647295
12/27/2020,26439.37305,28288.83984,25922.76953,26272.29492,26272.29492,66479895605
12/28/2020,26280.82227,27389.11133,26207.64063,27084.80859,27084.80859,49056742892
12/29/2020,27081.81055,27370.7207,25987.29883,27362.4375,27362.4375,45265946774
12/30/2020,27360.08984,28937.74023,27360.08984,28840.95313,28840.95313,51287442703
12/31/2020,28841.57422,29244.87695,28201.99219,29001.7207,29001.7207,46754964848
1/1/2021,28994.00977,29600.62695,28803.58594,29374.15234,29374.15234,40730301358
1/2/2021,29376.45508,33155.11719,29091.18164,32127.26758,32127.26758,67865420765
1/3/2021,32129.4082,34608.55859,32052.31641,32782.02344,32782.02344,78665235201
1/4/2021,32810.94922,33440.21875,28722.75586,31971.91406,31971.91406,81163475344
1/5/2021,31977.04102,34437.58984,30221.1875,33992.42969,33992.42969,67547324781
1/6/2021,34013.61328,36879.69922,33514.03516,36824.36328,36824.36328,75289433810
1/7/2021,36833.875,40180.36719,36491.19141,39371.04297,39371.04297,84762141031
1/8/2021,39381.76563,41946.73828,36838.63672,40797.60938,40797.60938,88107519479
1/9/2021,40788.64063,41436.35156,38980.875,40254.54688,40254.54688,61984162837
1/10/2021,40254.21875,41420.19141,35984.62891,38356.44141,38356.44141,79980747690
1/11/2021,38346.53125,38346.53125,30549.59961,35566.65625,35566.65625,1.23321E+11
1/12/2021,35516.35938,36568.52734,32697.97656,33922.96094,33922.96094,74773277909
1/13/2021,33915.12109,37599.96094,32584.66797,37316.35938,37316.35938,69364315979
1/14/2021,37325.10938,39966.40625,36868.5625,39187.32813,39187.32813,63615990033
1/15/2021,39156.70703,39577.71094,34659.58984,36825.36719,36825.36719,67760757880
1/16/2021,36821.64844,37864.36719,35633.55469,36178.14063,36178.14063,57706187875
1/17/2021,36163.64844,36722.35156,34069.32031,35791.27734,35791.27734,52359854336
1/18/2021,35792.23828,37299.28516,34883.84375,36630.07422,36630.07422,49511702429
1/19/2021,36642.23438,37755.89063,36069.80469,36069.80469,36069.80469,57244195486
1/20/2021,null,null,null,null,null,null
1/21/2021,null,null,null,null,null,null
1/22/2021,null,null,null,null,null,null
1/23/2021,null,null,null,null,null,null
1/24/2021,null,null,null,null,null,null
1/25/2021,null,null,null,null,null,null
1/26/2021,null,null,null,null,null,null
1/27/2021,32240.00781,32459.67188,30979.72461,31049.76953,31049.76953,57480605696
